decision_date,effective_start_date,effective_end_date,window_start_date,window_end_date,window_observations,fund_id,universe,method,solver,one_way_turnover,largest_target_weight,effective_number_of_holdings,equity_sleeve_target_weight,crypto_sleeve_target_weight
2021-02-26,2021-03-01,2021-03-31,2020-01-03,2021-02-26,290,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.0866696441173887,0.03683936915678996,51.60210917868121,0.7212704983663046,0.2787295016336954
2021-03-31,2021-04-01,2021-04-30,2020-01-03,2021-03-31,313,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.04476620382619501,0.03643354406331206,51.86091263171544,0.7238792755819091,0.2761207244180909
2021-04-30,2021-05-03,2021-05-28,2020-01-03,2021-04-30,334,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.10852859813686175,0.03642715481798438,52.32490175603766,0.7320757228643383,0.2679242771356617
2021-05-28,2021-06-01,2021-06-30,2020-01-03,2021-05-28,354,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.05984740722131658,0.03555710426866339,53.62974679777941,0.7605242628444991,0.23947573715550083
2021-06-30,2021-07-01,2021-07-30,2020-01-03,2021-06-30,376,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.05318974979336686,0.03452424458188145,53.96463774441603,0.7667533728152227,0.23324662718477723
2021-07-30,2021-08-02,2021-08-31,2020-01-03,2021-07-30,397,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.02329720665185818,0.03413771188633001,54.02444010586117,0.7682010838231628,0.2317989161768373
2021-08-31,2021-09-01,2021-09-30,2020-01-03,2021-08-31,419,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.05090147440731741,0.033750942156141384,54.14851423838516,0.7707848698962966,0.22921513010370342
2021-09-30,2021-10-01,2021-10-29,2020-01-03,2021-09-30,440,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.03234385110206632,0.03300060819311812,54.33281767409861,0.7750668135103566,0.2249331864896435
2021-10-29,2021-11-01,2021-11-30,2020-01-03,2021-10-29,461,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.03953728761369753,0.03265690958876028,54.39699868802316,0.7761131336202157,0.22388686637978436
2021-11-30,2021-12-01,2021-12-31,2020-01-03,2021-11-30,482,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.035023914675684116,0.032398326130787664,54.435662653307546,0.7774730118171445,0.22252698818285557
2021-12-31,2022-01-03,2022-01-31,2020-01-03,2021-12-31,504,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.04444697558077879,0.03210405777143686,54.45559030957265,0.7785617345053943,0.2214382654946056
2022-01-31,2022-02-01,2022-02-28,2020-01-03,2022-01-31,524,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.05285640028533208,0.031908293470639046,54.500075926997134,0.7795826159381225,0.22041738406187755
2022-02-28,2022-03-01,2022-03-31,2020-01-03,2022-02-28,543,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.04554675890092606,0.03139854756312545,54.50761901247824,0.7807118559519752,0.21928814404802482
2022-03-31,2022-04-01,2022-04-29,2020-01-03,2022-03-31,566,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.02883409157859601,0.03124909951216487,54.46288622191214,0.7804825311913899,0.2195174688086102
2022-04-29,2022-05-02,2022-05-31,2020-01-03,2022-04-29,586,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.0459761190249243,0.0312773339871622,54.53539763268449,0.7799691301193539,0.2200308698806462
2022-05-31,2022-06-01,2022-06-30,2020-01-03,2022-05-31,607,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.07610829511651344,0.031178217958126638,54.529096122184896,0.7815491486135219,0.21845085138647807
2022-06-30,2022-07-01,2022-07-29,2020-01-03,2022-06-30,628,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.04661886368910377,0.030984518577729235,54.53877474988193,0.7809841616441895,0.21901583835581062
2022-07-29,2022-08-01,2022-08-31,2020-01-03,2022-07-29,648,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.044113636356757566,0.030764913485625947,54.561802094966104,0.7821450813398866,0.21785491866011344
2022-08-31,2022-09-01,2022-09-30,2020-01-03,2022-08-31,671,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.025963050828081438,0.030699372092025844,54.61427146306844,0.7821137971018636,0.21788620289813648
2022-09-30,2022-10-03,2022-10-31,2020-01-03,2022-09-30,692,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.04158474188774506,0.03086162927826062,54.67601920571358,0.7803030661001893,0.2196969338998108
2022-10-31,2022-11-01,2022-11-30,2020-01-03,2022-10-31,713,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.03894136195309161,0.03126943120705358,54.68960383495441,0.7773530101391295,0.22264698986087045
2022-11-30,2022-12-01,2022-12-30,2020-01-03,2022-11-30,734,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.0365605031159229,0.0310020158810312,54.75806216157826,0.7779722596005225,0.22202774039947748
2022-12-30,2023-01-03,2023-01-31,2020-01-03,2022-12-30,755,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.02855475717656781,0.031110804594821153,54.752046627941326,0.7772858358866205,0.22271416411337946
2023-01-31,2023-02-01,2023-02-28,2020-01-03,2023-01-31,775,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.038458089306363394,0.031114521766555815,54.76713386036413,0.7769735792218435,0.2230264207781565
2023-02-28,2023-03-01,2023-03-31,2020-01-03,2023-02-28,794,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.021069488145575514,0.031024418517360226,54.790954301397164,0.7770626651064069,0.2229373348935932
2023-03-31,2023-04-03,2023-04-28,2020-01-03,2023-03-31,817,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.0328306463512895,0.030921303864330018,54.785681016614866,0.7771545863188759,0.2228454136811241
2023-04-28,2023-05-01,2023-05-31,2020-01-03,2023-04-28,836,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.02222226416018556,0.030883065257624333,54.79389182392757,0.7771262529138715,0.22287374708612853
2023-05-31,2023-06-01,2023-06-30,2020-01-03,2023-05-31,858,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.02834068232663564,0.030916049414850984,54.76261151741125,0.7766749240891102,0.2233250759108899
2023-06-30,2023-07-03,2023-07-31,2020-01-03,2023-06-30,879,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.05030260755020072,0.030898780780122353,54.773464471346884,0.7773119740784186,0.2226880259215815
2023-07-31,2023-08-01,2023-08-31,2020-01-03,2023-07-31,899,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.0336224116526338,0.031056287607905016,54.797215461754945,0.7785516459643814,0.22144835403561866
2023-08-31,2023-09-01,2023-09-29,2020-01-03,2023-08-31,922,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.0348233708321985,0.0309922781712346,54.827259340687654,0.7787668514284865,0.22123314857151358
2023-09-29,2023-10-02,2023-10-31,2020-01-03,2023-09-29,942,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.02726613028911351,0.031029430460649744,54.8296938805426,0.7784329964491431,0.22156700355085693
2023-10-31,2023-11-01,2023-11-30,2020-01-03,2023-10-31,964,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.024122897406112162,0.03102568681599123,54.84299913107752,0.7778895530265415,0.2221104469734586
2023-11-30,2023-12-01,2023-12-29,2020-01-03,2023-11-30,985,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,two_stage_SLSQP_risk_contribution,0.03315871476111101,0.03101762284724893,54.840810376046235,0.7776052839188013,0.2223947160811987
2020-12-31,2021-01-04,2021-01-29,2020-01-03,2020-12-31,252,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,,0.575838983965454,2.703180063752994,,
2021-01-29,2021-02-01,2021-02-26,2020-01-03,2021-01-29,271,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.24219815401511374,0.529941160908171,2.78174906137782,,
2021-02-26,2021-03-01,2021-03-31,2020-01-03,2021-02-26,290,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.260110744630016,0.4684109518668758,3.141907396580584,,
2021-03-31,2021-04-01,2021-04-30,2020-01-03,2021-03-31,313,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.2587033394700557,0.4611133234309247,3.634485160638759,,
2021-04-30,2021-05-03,2021-05-28,2020-01-03,2021-04-30,334,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.1127390466291541,0.3868692041940837,3.848504530352559,,
2021-05-28,2021-06-01,2021-06-30,2020-01-03,2021-05-28,354,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.22932239655075498,0.29587921114789106,5.1977369598852565,,
2021-06-30,2021-07-01,2021-07-30,2020-01-03,2021-06-30,376,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.23490930314809566,0.28634195432421516,5.365592258709962,,
2021-07-30,2021-08-02,2021-08-31,2020-01-03,2021-07-30,397,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.14283460591972713,0.26973638692265933,5.798784196961694,,
2021-08-31,2021-09-01,2021-09-30,2020-01-03,2021-08-31,419,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.12384099270088528,0.30746753856675174,4.991767422458501,,
2021-09-30,2021-10-01,2021-10-29,2020-01-03,2021-09-30,440,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.1024689948488451,0.35258281160232985,4.186487307337908,,
2021-10-29,2021-11-01,2021-11-30,2020-01-03,2021-10-29,461,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.11996894787833474,0.30392769430008937,4.57972539317098,,
2021-11-30,2021-12-01,2021-12-31,2020-01-03,2021-11-30,482,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.20175329035305628,0.4714826889962878,3.548908120811124,,
2021-12-31,2022-01-03,2022-01-31,2020-01-03,2021-12-31,504,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.2187094444656673,0.30005455964077876,5.160520236148516,,
2022-01-31,2022-02-01,2022-02-28,2020-01-03,2022-01-31,524,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.1659970603093212,0.23635824020245447,6.189489958048346,,
2022-02-28,2022-03-01,2022-03-31,2020-01-03,2022-02-28,543,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.16969389346829505,0.17221951931608143,7.691124704802978,,
2022-03-31,2022-04-01,2022-04-29,2020-01-03,2022-03-31,566,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.11005817638319096,0.1995058101507905,7.018482104155323,,
2022-04-29,2022-05-02,2022-05-31,2020-01-03,2022-04-29,586,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.12960935767979193,0.20216609826041193,6.634461034126896,,
2022-05-31,2022-06-01,2022-06-30,2020-01-03,2022-05-31,607,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.22509362983073783,0.29107610937337697,6.280164557063006,,
2022-06-30,2022-07-01,2022-07-29,2020-01-03,2022-06-30,628,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.2102388717455136,0.418785824556269,4.40600150638684,,
2022-07-29,2022-08-01,2022-08-31,2020-01-03,2022-07-29,648,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.3100195090298825,0.3069301663415229,5.808592206724099,,
2022-08-31,2022-09-01,2022-09-30,2020-01-03,2022-08-31,671,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.15824038952848418,0.24522041874174483,6.1395285236931585,,
2022-09-30,2022-10-03,2022-10-31,2020-01-03,2022-09-30,692,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.17837604457989012,0.3746217639251033,4.824216480646347,,
2022-10-31,2022-11-01,2022-11-30,2020-01-03,2022-10-31,713,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.14174389686409847,0.3746612147678323,4.933137705056696,,
2022-11-30,2022-12-01,2022-12-30,2020-01-03,2022-11-30,734,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.22313755325813475,0.4304570575413328,4.202033863140864,,
2022-12-30,2023-01-03,2023-01-31,2020-01-03,2022-12-30,755,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.08093002748470196,0.49917760179351406,3.4015017248511423,,
2023-01-31,2023-02-01,2023-02-28,2020-01-03,2023-01-31,775,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.16958446581745862,0.3490625224185502,4.90927672974789,,
2023-02-28,2023-03-01,2023-03-31,2020-01-03,2023-02-28,794,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.11529829729232811,0.41688794015687247,3.7973036860650944,,
2023-03-31,2023-04-03,2023-04-28,2020-01-03,2023-03-31,817,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.08416142617478643,0.4225979259928879,3.9047207585142902,,
2023-04-28,2023-05-01,2023-05-31,2020-01-03,2023-04-28,836,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.08267498744673742,0.3766130870444336,4.480023273990455,,
2023-05-31,2023-06-01,2023-06-30,2020-01-03,2023-05-31,858,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.10927532314616621,0.34345148937609066,3.91873398560382,,
2023-06-30,2023-07-03,2023-07-31,2020-01-03,2023-06-30,879,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.10115489975650409,0.3476507474968202,4.090830641428574,,
2023-07-31,2023-08-01,2023-08-31,2020-01-03,2023-07-31,899,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.12278150269307746,0.34821124059298175,3.746871125637934,,
2023-08-31,2023-09-01,2023-09-29,2020-01-03,2023-08-31,922,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.02620745154762124,0.34565686453597827,3.653722301490086,,
2023-09-29,2023-10-02,2023-10-31,2020-01-03,2023-09-29,942,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.06063902908146354,0.3535447629900649,3.9618766512891526,,
2023-10-31,2023-11-01,2023-11-30,2020-01-03,2023-10-31,964,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.11160065784944186,0.3287799683367648,4.300764091709242,,
2023-11-30,2023-12-01,2023-12-29,2020-01-03,2023-11-30,985,combined_maximum_sharpe,Combined,maximum_sharpe,SLSQP_multistart,0.06473570348526927,0.32147779356405687,4.001343173858538,,
2020-12-31,2021-01-04,2021-01-29,2020-01-03,2020-12-31,252,combined_minimum_variance,Combined,minimum_variance,SLSQP,,0.23105019410841462,7.290277706567927,,
2021-01-29,2021-02-01,2021-02-26,2020-01-03,2021-01-29,271,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.05839539859346201,0.22558786644632317,7.47339473733602,,
2021-02-26,2021-03-01,2021-03-31,2020-01-03,2021-02-26,290,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.017122919476549547,0.21841211685664513,7.550519434402306,,
2021-03-31,2021-04-01,2021-04-30,2020-01-03,2021-03-31,313,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.02328264969818003,0.22034060669561298,7.638142328354571,,
2021-04-30,2021-05-03,2021-05-28,2020-01-03,2021-04-30,334,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.021683844992677555,0.22036471659971,7.755060650805965,,
2021-05-28,2021-06-01,2021-06-30,2020-01-03,2021-05-28,354,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.031806458191199746,0.2174283216007527,7.933163681573134,,
2021-06-30,2021-07-01,2021-07-30,2020-01-03,2021-06-30,376,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.021779086192560613,0.21392259739194958,7.961984930237433,,
2021-07-30,2021-08-02,2021-08-31,2020-01-03,2021-07-30,397,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.015626806912025216,0.21661554053733284,7.987918947709814,,
2021-08-31,2021-09-01,2021-09-30,2020-01-03,2021-08-31,419,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.02123245308627826,0.21554277955638804,8.04477659309977,,
2021-09-30,2021-10-01,2021-10-29,2020-01-03,2021-09-30,440,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.018324819276947523,0.21907194307567704,8.166536385749385,,
2021-10-29,2021-11-01,2021-11-30,2020-01-03,2021-10-29,461,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.04517343267679629,0.22074309812230214,8.16806693508141,,
2021-11-30,2021-12-01,2021-12-31,2020-01-03,2021-11-30,482,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.021598128852240245,0.2218611704395743,8.124098491577397,,
2021-12-31,2022-01-03,2022-01-31,2020-01-03,2021-12-31,504,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.04273357280851529,0.2177556056980538,8.295979408331432,,
2022-01-31,2022-02-01,2022-02-28,2020-01-03,2022-01-31,524,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.015495818219611804,0.21491860851999797,8.339424074297806,,
2022-02-28,2022-03-01,2022-03-31,2020-01-03,2022-02-28,543,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.036592471077911845,0.2166367628738527,8.456033543462734,,
2022-03-31,2022-04-01,2022-04-29,2020-01-03,2022-03-31,566,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.037737884553694145,0.21514126448963206,8.43727879526455,,
2022-04-29,2022-05-02,2022-05-31,2020-01-03,2022-04-29,586,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.0426766945832166,0.21459368237683435,8.558980257271022,,
2022-05-31,2022-06-01,2022-06-30,2020-01-03,2022-05-31,607,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.06137114619369696,0.18735016937726554,8.874191405284675,,
2022-06-30,2022-07-01,2022-07-29,2020-01-03,2022-06-30,628,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.04745157461159558,0.18946632872297994,8.866351914405028,,
2022-07-29,2022-08-01,2022-08-31,2020-01-03,2022-07-29,648,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.04258785925098297,0.18916736425603778,8.835665002016746,,
2022-08-31,2022-09-01,2022-09-30,2020-01-03,2022-08-31,671,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.043549675323945686,0.18458644183326556,9.064861191968115,,
2022-09-30,2022-10-03,2022-10-31,2020-01-03,2022-09-30,692,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.04353692206754989,0.1894892573645407,9.011311529338071,,
2022-10-31,2022-11-01,2022-11-30,2020-01-03,2022-10-31,713,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.05856569057694605,0.19251688926095226,8.887910504776263,,
2022-11-30,2022-12-01,2022-12-30,2020-01-03,2022-11-30,734,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.0414449977270237,0.19627707453785237,8.716395868420664,,
2022-12-30,2023-01-03,2023-01-31,2020-01-03,2022-12-30,755,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.016227009593592523,0.19631288408190514,8.69125828739707,,
2023-01-31,2023-02-01,2023-02-28,2020-01-03,2023-01-31,775,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.02893021712694491,0.19379114781262854,8.745271214341336,,
2023-02-28,2023-03-01,2023-03-31,2020-01-03,2023-02-28,794,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.029299367097016908,0.19259450551725277,8.8675308270978,,
2023-03-31,2023-04-03,2023-04-28,2020-01-03,2023-03-31,817,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.02349133664120248,0.19471046195597794,8.839927346221366,,
2023-04-28,2023-05-01,2023-05-31,2020-01-03,2023-04-28,836,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.01978579059463973,0.19629655523881887,8.838621995096853,,
2023-05-31,2023-06-01,2023-06-30,2020-01-03,2023-05-31,858,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.018980926462543533,0.1965582880189144,8.780488775669806,,
2023-06-30,2023-07-03,2023-07-31,2020-01-03,2023-06-30,879,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.021377524899568123,0.1976381090325714,8.852145893233793,,
2023-07-31,2023-08-01,2023-08-31,2020-01-03,2023-07-31,899,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.02218520716854724,0.19786616083956127,8.873681236648709,,
2023-08-31,2023-09-01,2023-09-29,2020-01-03,2023-08-31,922,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.02300916770015868,0.19880937279322325,8.844847259002396,,
2023-09-29,2023-10-02,2023-10-31,2020-01-03,2023-09-29,942,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.013262806111429897,0.19985964860923963,8.815500488883947,,
2023-10-31,2023-11-01,2023-11-30,2020-01-03,2023-10-31,964,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.01741842079439913,0.2037036869204767,8.719128713673179,,
2023-11-30,2023-12-01,2023-12-29,2020-01-03,2023-11-30,985,combined_minimum_variance,Combined,minimum_variance,SLSQP,0.028566331895775596,0.19860662222987155,8.783634516752851,,
2020-12-31,2021-01-04,2021-01-29,2020-01-03,2020-12-31,252,combined_risk_parity,Combined,risk_parity,SLSQP_risk_contribution,,0.03501711669852296,53.872579570271014,,
2021-01-29,2021-02-01,2021-02-26,2020-01-03,2021-01-29,271,combined_risk_parity,Combined,risk_parity,SLSQP_risk_contribution,0.04181913764712041,0.03406185721769677,53.699190295362925,,
2021-02-26,2021-03-01,2021-03-31,2020-01-03,2021-02-26,290,combined_risk_parity,Combined,risk_parity,SLSQP_risk_contribution,0.06276625061940197,0.033874497923592144,53.59158279269041,,
