decision_date,effective_start_date,effective_end_date,base_fund_id,fund_id,universe,method,fusion_rule,tilt_strength,one_way_turnover,one_way_active_shift_from_base,largest_target_weight,effective_number_of_holdings,equity_sleeve_target_weight,crypto_sleeve_target_weight,earliest_signal_source_date,latest_signal_source_date,variant_label
2021-08-31,2021-09-01,2021-09-30,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.13963919341355405,0.03276817925400098,0.3391101617650788,4.688945695182607,0.6071656223527023,0.3928343776472975,2021-08-30,2021-08-30,Coverage-Aware Rank Sentiment
2021-09-30,2021-10-01,2021-10-29,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.0970836785295601,0.017138878111889563,0.36972168971421926,4.04319185457885,0.5893094382942924,0.4106905617057077,2021-09-29,2021-09-29,Coverage-Aware Rank Sentiment
2021-10-29,2021-11-01,2021-11-30,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.11814110220779935,0.01880247032721746,0.32273016462730675,4.449083760325353,0.6234735155099441,0.3765264844900559,2021-10-28,2021-10-28,Coverage-Aware Rank Sentiment
2021-11-30,2021-12-01,2021-12-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.20235106201873213,0.02181801257229627,0.4933007015685841,3.342871293614182,0.6622607812909338,0.3377392187090662,2021-11-29,2021-11-29,Coverage-Aware Rank Sentiment
2021-12-31,2022-01-03,2022-01-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.2767290144372607,0.041605761579293445,0.30697287305384996,5.051317443094694,0.7546397475629494,0.24536025243705098,2021-12-30,2021-12-30,Coverage-Aware Rank Sentiment
2022-01-31,2022-02-01,2022-02-28,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.1916929237186298,0.04974081684164341,0.2716506954875655,6.092226328193553,0.7744155331084005,0.2255844668915997,2022-01-28,2022-01-28,Coverage-Aware Rank Sentiment
2022-02-28,2022-03-01,2022-03-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.16400048463245886,0.05919278591211574,0.19780266179309336,7.704662750348093,0.7750885112251045,0.22491148877489547,2022-02-25,2022-02-25,Coverage-Aware Rank Sentiment
2022-03-31,2022-04-01,2022-04-29,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.10980603872315105,0.03151886615757887,0.21042525990412977,6.9391395689352455,0.8093840004178644,0.19061599958213565,2022-03-30,2022-03-30,Coverage-Aware Rank Sentiment
2022-04-29,2022-05-02,2022-05-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.1229478574894009,0.03184684172034034,0.21482025030853638,6.496814142135147,0.7883429158693405,0.21165708413065948,2022-04-28,2022-04-28,Coverage-Aware Rank Sentiment
2022-05-31,2022-06-01,2022-06-30,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.18717728231612948,0.03705374168652445,0.27747161228893696,6.512380618291223,0.8176249815612359,0.18237501843876436,2022-05-27,2022-05-27,Coverage-Aware Rank Sentiment
2022-06-30,2022-07-01,2022-07-29,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.25071439573563564,0.041635088272456364,0.4600682527131445,3.930526848541456,0.8465941771803299,0.15340582281966986,2022-06-29,2022-06-29,Coverage-Aware Rank Sentiment
2022-07-29,2022-08-01,2022-08-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.3132699232130187,0.02906943741796427,0.3226162392834008,5.56682228535829,0.8288799933573139,0.1711200066426862,2022-07-28,2022-07-28,Coverage-Aware Rank Sentiment
2022-08-31,2022-09-01,2022-09-30,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.16359214477328116,0.029267105366918903,0.2580936928336976,6.1000427043142516,0.828859438409598,0.17114056159040184,2022-08-30,2022-08-30,Coverage-Aware Rank Sentiment
2022-09-30,2022-10-03,2022-10-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.1910735885063937,0.039861961768627475,0.41316361106246974,4.412583472171069,0.7881006617701639,0.21189933822983645,2022-09-29,2022-09-29,Coverage-Aware Rank Sentiment
2022-10-31,2022-11-01,2022-11-30,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.14235491999800517,0.03744446188951934,0.4041043967020398,4.608419845090492,0.8186912167593134,0.18130878324068664,2022-10-28,2022-10-28,Coverage-Aware Rank Sentiment
2022-11-30,2022-12-01,2022-12-30,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.21928410451873523,0.0454364245943565,0.46743612173780935,3.8092274198981264,0.8517874037834854,0.14821259621651472,2022-11-29,2022-11-29,Coverage-Aware Rank Sentiment
2022-12-30,2023-01-03,2023-01-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.059332602071789586,0.022108821155877454,0.5126685180693705,3.2841960214198043,0.8386868645934351,0.1613131354065652,2022-12-29,2022-12-29,Coverage-Aware Rank Sentiment
2023-01-31,2023-02-01,2023-02-28,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.13755101540619905,0.04424098041320362,0.385436448124597,4.588990898433441,0.8422434549220312,0.1577565450779691,2023-01-30,2023-01-30,Coverage-Aware Rank Sentiment
2023-02-28,2023-03-01,2023-03-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.11912223936629794,0.014903226529515602,0.4123899092623355,3.8115423580200316,0.8458350410655711,0.15416495893442908,2023-02-27,2023-02-27,Coverage-Aware Rank Sentiment
2023-03-31,2023-04-03,2023-04-28,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.14381570946219205,0.05509210187631622,0.37211655193682175,4.148509330827222,0.8537195106722143,0.14628048932778567,2023-03-30,2023-03-30,Coverage-Aware Rank Sentiment
2023-04-28,2023-05-01,2023-05-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.1268318817932094,0.03499590125010728,0.40287466542189276,4.284427887132304,0.8446646965621115,0.15533530343788837,2023-04-27,2023-04-27,Coverage-Aware Rank Sentiment
2023-05-31,2023-06-01,2023-06-30,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.10772342557807746,0.04378085139620795,0.37554156342593326,3.8956137758699003,0.8345913426848848,0.16540865731511512,2023-05-30,2023-05-30,Coverage-Aware Rank Sentiment
2023-06-30,2023-07-03,2023-07-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.0971191672282995,0.056742257727007216,0.36790216162182493,3.884497450232906,0.8431882226445584,0.15681177735544172,2023-06-29,2023-06-29,Coverage-Aware Rank Sentiment
2023-07-31,2023-08-01,2023-08-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.10180266835943366,0.0668424501314017,0.39345592943751395,3.6598325094716087,0.860256401838994,0.13974359816100593,2023-07-28,2023-07-28,Coverage-Aware Rank Sentiment
2023-08-31,2023-09-01,2023-09-29,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.051733923485388286,0.060053255452013926,0.38298980250027215,3.658148078383831,0.874436350001531,0.12556364999846892,2023-08-30,2023-08-30,Coverage-Aware Rank Sentiment
2023-09-29,2023-10-02,2023-10-31,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.14704135256133116,0.039061295676396046,0.3695538440568199,4.071684028362158,0.8579807642681249,0.1420192357318751,2023-09-28,2023-09-28,Coverage-Aware Rank Sentiment
2023-10-31,2023-11-01,2023-11-30,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.13684929844888633,0.04589132288354498,0.33776037256162605,4.4683544236158035,0.8219745641002014,0.1780254358997987,2023-10-30,2023-10-30,Coverage-Aware Rank Sentiment
2023-11-30,2023-12-01,2023-12-29,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,0.10108429269401316,0.04268901269609972,0.36416680626015613,3.7990626397060665,0.8265394004419485,0.17346059955805146,2023-11-29,2023-11-29,Coverage-Aware Rank Sentiment
2020-12-31,2021-01-04,2021-01-29,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,,0.005185941324468304,0.575838983965454,2.7052795701397696,0.36491271224178135,0.6350872877582185,2020-12-30,2020-12-30,Naive Sentiment
2021-01-29,2021-02-01,2021-02-26,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.2330170236384577,0.013673780286277876,0.529941160908171,2.8194097677698937,0.321876211721999,0.678123788278001,2021-01-28,2021-01-28,Naive Sentiment
2021-02-26,2021-03-01,2021-03-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.27168184950420343,0.0007848368471707761,0.4684109518668758,3.1447236485413588,0.2377150749816812,0.7622849250183187,2021-02-25,2021-02-25,Naive Sentiment
2021-03-31,2021-04-01,2021-04-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.25405612654304816,0.009294018770271953,0.4611133234309247,3.622173760326662,0.29411977825383884,0.705880221746161,2021-03-30,2021-03-30,Naive Sentiment
2021-04-30,2021-05-03,2021-05-28,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.10864799532685297,0.007083469051383795,0.3868692041940837,3.8901084770138694,0.3999264173509738,0.6000735826490264,2021-04-29,2021-04-29,Naive Sentiment
2021-05-28,2021-06-01,2021-06-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.23197024525110596,0.010135244302968926,0.28574396684492287,5.272825290508579,0.5857348395928992,0.41426516040710076,2021-05-27,2021-05-27,Naive Sentiment
2021-06-30,2021-07-01,2021-07-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.24252999121185068,0.022222100346502863,0.3077635632093598,5.083959416922685,0.6330701176355918,0.3669298823644085,2021-06-29,2021-06-29,Naive Sentiment
2021-07-30,2021-08-02,2021-08-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.13435442345869184,0.020985341924171973,0.2850025599224468,5.673797772218088,0.6143118045468571,0.38568819545314276,2021-07-29,2021-07-29,Naive Sentiment
2021-08-31,2021-09-01,2021-09-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.13499381817917458,0.03428380761757275,0.34137569502850507,4.676914944298853,0.6071656223527022,0.3928343776472975,2021-08-30,2021-08-30,Naive Sentiment
2021-09-30,2021-10-01,2021-10-29,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.08908077635781551,0.01634079678720919,0.3689236083895389,4.049790743550224,0.5893094382942926,0.4106905617057077,2021-09-29,2021-09-29,Naive Sentiment
2021-10-29,2021-11-01,2021-11-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.11044873313113636,0.025665412116892244,0.32959310641698153,4.410444641440379,0.6234735155099442,0.3765264844900559,2021-10-28,2021-10-28,Naive Sentiment
2021-11-30,2021-12-01,2021-12-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.1950209906231544,0.021937258003961544,0.4934199470002494,3.3489562738650127,0.662260781290934,0.3377392187090662,2021-11-29,2021-11-29,Naive Sentiment
2021-12-31,2022-01-03,2022-01-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.25748647652212514,0.02344649166609516,0.28888118216553244,5.052864127797775,0.7546397475629493,0.24536025243705098,2021-12-30,2021-12-30,Naive Sentiment
2022-01-31,2022-02-01,2022-02-28,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.17756939260582189,0.032092109496598006,0.2519764679701186,6.152558416194186,0.7744155331084004,0.2255844668915997,2022-01-28,2022-01-28,Naive Sentiment
2022-02-28,2022-03-01,2022-03-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.16665796545857645,0.024344156586494383,0.1770388560994006,7.726464009452368,0.7750885112251045,0.22491148877489547,2022-02-25,2022-02-25,Naive Sentiment
2022-03-31,2022-04-01,2022-04-29,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.09977871240380437,0.02635000922628506,0.20675195197936708,6.956380035344798,0.8093840004178643,0.19061599958213565,2022-03-30,2022-03-30,Naive Sentiment
2022-04-29,2022-05-02,2022-05-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.12429738861351178,0.02204399025070561,0.21358890362155766,6.560657782496758,0.7883429158693407,0.21165708413065948,2022-04-28,2022-04-28,Naive Sentiment
2022-05-31,2022-06-01,2022-06-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.21119243455215295,0.04298388991537436,0.28642574910129687,6.426674078454347,0.8176249815612356,0.18237501843876436,2022-05-27,2022-05-27,Naive Sentiment
2022-06-30,2022-07-01,2022-07-29,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.2381580983335839,0.03194841737165729,0.45066139123973636,4.041250749969619,0.8465941771803303,0.15340582281966986,2022-06-29,2022-06-29,Naive Sentiment
2022-07-29,2022-08-01,2022-08-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.3173483297562958,0.015889774870459436,0.31241198454233315,5.693453438363289,0.8288799933573139,0.1711200066426862,2022-07-28,2022-07-28,Naive Sentiment
2022-08-31,2022-09-01,2022-09-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.16807170490462603,0.012984365869923967,0.24761317066648864,6.072617857760593,0.8288594384095982,0.17114056159040184,2022-08-30,2022-08-30,Naive Sentiment
2022-09-30,2022-10-03,2022-10-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.20392844068328603,0.03419647034528467,0.4044748501119761,4.529635576565128,0.7881006617701636,0.21189933822983645,2022-09-29,2022-09-29,Naive Sentiment
2022-10-31,2022-11-01,2022-11-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.1444327981524103,0.030870906200905757,0.39770370197721205,4.700041027945016,0.8186912167593133,0.18130878324068664,2022-10-28,2022-10-28,Naive Sentiment
2022-11-30,2022-12-01,2022-12-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.21896308211853466,0.027395946207907872,0.45191365844899434,3.9770053085475916,0.8517874037834854,0.14821259621651472,2022-11-29,2022-11-29,Naive Sentiment
2022-12-30,2023-01-03,2023-01-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.06663914271679795,0.01535794789391091,0.5097555870371526,3.3107821338727397,0.8386868645934349,0.1613131354065652,2022-12-29,2022-12-29,Naive Sentiment
2023-01-31,2023-02-01,2023-02-28,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.1625534560840343,0.019117499131439335,0.3639848107033509,4.795383269491866,0.8422434549220312,0.1577565450779691,2023-01-30,2023-01-30,Naive Sentiment
2023-02-28,2023-03-01,2023-03-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.11687302696234805,0.012873810633179106,0.410411276990696,3.8281340695725796,0.8458350410655708,0.15416495893442908,2023-02-27,2023-02-27,Naive Sentiment
2023-03-31,2023-04-03,2023-04-28,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.11031826277035159,0.022438377330462958,0.40195789244137703,4.02788663900977,0.8537195106722143,0.14628048932778567,2023-03-30,2023-03-30,Naive Sentiment
2023-04-28,2023-05-01,2023-05-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.0791138680436806,0.0054846130685191966,0.379717918732324,4.447746901952767,0.8446646965621114,0.15533530343788837,2023-04-27,2023-04-27,Naive Sentiment
2023-05-31,2023-06-01,2023-06-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.10417601043848843,0.02122220729806352,0.35450239953065693,3.910965171161199,0.8345913426848847,0.16540865731511512,2023-05-30,2023-05-30,Naive Sentiment
2023-06-30,2023-07-03,2023-07-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.08473331407506468,0.027770597514139635,0.34448067992195397,4.049604893165742,0.8431882226445584,0.15681177735544172,2023-06-29,2023-06-29,Naive Sentiment
2023-07-31,2023-08-01,2023-08-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.08858654892073595,0.05167765076744777,0.3782911300735602,3.6425614048745594,0.860256401838994,0.13974359816100593,2023-07-28,2023-07-28,Naive Sentiment
2023-08-31,2023-09-01,2023-09-29,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.0596637538599175,0.02180963683999264,0.3557290613145951,3.6871616373516876,0.8744363500015312,0.12556364999846892,2023-08-30,2023-08-30,Naive Sentiment
2023-09-29,2023-10-02,2023-10-31,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.08433229218145735,0.004610830117412611,0.353820849651376,3.99389907991628,0.857980764268125,0.1420192357318751,2023-09-28,2023-09-28,Naive Sentiment
2023-10-31,2023-11-01,2023-11-30,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.12098924628933033,0.01105013938825082,0.32620944068532365,4.363793726778167,0.8219745641002014,0.1780254358997987,2023-10-30,2023-10-30,Naive Sentiment
2023-11-30,2023-12-01,2023-12-29,combined_maximum_sharpe,combined_maximum_sharpe_naive_sentiment,Combined,maximum_sharpe,naive,1.0,0.06028226022553457,0.03280681049468718,0.3542846040587437,3.906563628169114,0.8265394004419484,0.17346059955805146,2023-11-29,2023-11-29,Naive Sentiment
2020-12-31,2021-01-04,2021-01-29,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,,0.04090273110761172,0.26952886657076675,6.61566504976857,1.0,2.625136566440089e-16,2020-12-30,2020-12-30,Coverage-Aware Rank Sentiment
2021-01-29,2021-02-01,2021-02-26,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.08125869525388849,0.02693874619857818,0.22901689245381404,7.393913724321136,0.9999999999999998,1.7681736519997482e-16,2021-01-28,2021-01-28,Coverage-Aware Rank Sentiment
2021-02-26,2021-03-01,2021-03-31,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.05069322107026793,0.04871325400817632,0.2587785790098217,6.93207760483928,1.0,8.48315879826421e-17,2021-02-25,2021-02-25,Coverage-Aware Rank Sentiment
2021-03-31,2021-04-01,2021-04-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.0671177792555889,0.06164039280427959,0.2550416342557297,7.1812134509536065,0.9999999999999998,6.732290847130624e-17,2021-03-30,2021-03-30,Coverage-Aware Rank Sentiment
2021-04-30,2021-05-03,2021-05-28,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.1422958983871011,0.07065595936581023,0.19817175267342055,7.780256545458722,0.9999999999999998,2.4409525066912743e-16,2021-04-29,2021-04-29,Coverage-Aware Rank Sentiment
2021-05-28,2021-06-01,2021-06-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.08519999507055734,0.039159019930116785,0.2358471041952512,7.66859099224275,1.0,1.4254110580290282e-16,2021-05-27,2021-05-27,Coverage-Aware Rank Sentiment
2021-06-30,2021-07-01,2021-07-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.08453156146823583,0.04239204800253505,0.1731951929243508,8.457072854019192,0.9999999999999999,5.2013432438446556e-17,2021-06-29,2021-06-29,Coverage-Aware Rank Sentiment
2021-07-30,2021-08-02,2021-08-31,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.1060410862158462,0.0630788736693925,0.2668008568246306,7.170369644453886,0.9999999999999997,2.3686537458314636e-16,2021-07-29,2021-07-29,Coverage-Aware Rank Sentiment
2021-08-31,2021-09-01,2021-09-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.04676193878578877,0.02301131679132954,0.22847794463223314,7.8056144666840375,1.0,1.1836406364523855e-16,2021-08-30,2021-08-30,Coverage-Aware Rank Sentiment
2021-09-30,2021-10-01,2021-10-29,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.050798295138212574,0.058254709739473,0.23122470004920098,7.792659216435949,0.9999999999999998,1.558125392794464e-16,2021-09-29,2021-09-29,Coverage-Aware Rank Sentiment
2021-10-29,2021-11-01,2021-11-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.0750684420444674,0.045120831204363,0.19944454823584884,8.402751547981179,0.9999999999999996,3.175069668136096e-16,2021-10-28,2021-10-28,Coverage-Aware Rank Sentiment
2021-11-30,2021-12-01,2021-12-31,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.051414477067611784,0.04508503739334245,0.22900637793347836,7.827119383408381,0.9999999999999997,2.879315791810302e-16,2021-11-29,2021-11-29,Coverage-Aware Rank Sentiment
2021-12-31,2022-01-03,2022-01-31,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.05899499757772302,0.025757571400268214,0.2230817551949741,8.224436159964261,1.0000000000000002,1.219343696385765e-16,2021-12-30,2021-12-30,Coverage-Aware Rank Sentiment
2022-01-31,2022-02-01,2022-02-28,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.07757079447159931,0.05349046503113423,0.20408164205138357,8.303436233843023,1.0,6.446223652687992e-17,2022-01-28,2022-01-28,Coverage-Aware Rank Sentiment
2022-02-28,2022-03-01,2022-03-31,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.09900164718594248,0.057623829692667175,0.22828240739720995,8.364619723120589,0.9999999999999999,1.188417009269798e-16,2022-02-25,2022-02-25,Coverage-Aware Rank Sentiment
2022-03-31,2022-04-01,2022-04-29,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.0866659567466964,0.03609579563619038,0.2059620171377496,8.513315894067166,0.9999999999999998,7.625861249154359e-17,2022-03-30,2022-03-30,Coverage-Aware Rank Sentiment
2022-04-29,2022-05-02,2022-05-31,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.04965511814845977,0.032199206250253784,0.22815786401167273,8.309261728872885,0.9999999999999997,3.312919109684777e-17,2022-04-28,2022-04-28,Coverage-Aware Rank Sentiment
2022-05-31,2022-06-01,2022-06-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.08038700813556444,0.05185678413340527,0.21243640970671704,8.703588595551016,1.0,1.371661766539349e-16,2022-05-27,2022-05-27,Coverage-Aware Rank Sentiment
2022-06-30,2022-07-01,2022-07-29,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.09642099961243494,0.06439785619144764,0.16042736610319036,8.818383101153197,0.9999999999999998,6.646681241328006e-17,2022-06-29,2022-06-29,Coverage-Aware Rank Sentiment
2022-07-29,2022-08-01,2022-08-31,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.055154922758872654,0.03361725138394412,0.1795703904088306,8.871417489966653,1.0000000000000002,5.969895901922524e-17,2022-07-28,2022-07-28,Coverage-Aware Rank Sentiment
2022-08-31,2022-09-01,2022-09-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.0660230781112055,0.05145098201481609,0.21587575221511993,8.40617781119454,0.9999999999999996,2.425136706754782e-16,2022-08-30,2022-08-30,Coverage-Aware Rank Sentiment
2022-09-30,2022-10-03,2022-10-31,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.04958115490393042,0.05207382740782383,0.2058456393772095,8.488351245350506,1.0,7.802993863230737e-17,2022-09-29,2022-09-29,Coverage-Aware Rank Sentiment
2022-10-31,2022-11-01,2022-11-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.07523890116443523,0.05124928890151982,0.17066061125238152,8.97814258684866,0.9999999999999999,9.582133100741909e-17,2022-10-28,2022-10-28,Coverage-Aware Rank Sentiment
2022-11-30,2022-12-01,2022-12-30,combined_minimum_variance,combined_minimum_variance_coverage_rank_sentiment,Combined,minimum_variance,coverage_rank,0.25,0.0513136982407268,0.034173883436459176,0.18907298734069194,8.631354361307038,1.0,1.1900449347068061e-16,2022-11-29,2022-11-29,Coverage-Aware Rank Sentiment
