decision_date,effective_start_date,effective_end_date,base_fund_id,fund_id,universe,method,fusion_rule,tilt_strength,one_way_turnover,one_way_active_shift_from_base,largest_target_weight,effective_number_of_holdings,equity_sleeve_target_weight,crypto_sleeve_target_weight,earliest_signal_source_date,latest_signal_source_date,variant_label
2021-10-29,2021-11-01,2021-11-30,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.05919357681281312,0.041010320478001086,0.020369364475828357,59.35338081281473,0.8333333333333334,0.16666666666666666,2021-10-28,2021-10-28,Coverage-Aware Rank Sentiment
2021-11-30,2021-12-01,2021-12-31,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.05013578166154122,0.04412837345003647,0.020514223194748358,59.24215443093034,0.8333333333333333,0.16666666666666666,2021-11-29,2021-11-29,Coverage-Aware Rank Sentiment
2021-12-31,2022-01-03,2022-01-31,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.06749062674340736,0.03964941569282138,0.02003338898163606,59.402442259155926,0.8333333333333334,0.16666666666666666,2021-12-30,2021-12-30,Coverage-Aware Rank Sentiment
2022-01-31,2022-02-01,2022-02-28,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.09934575221331307,0.04836512261580382,0.02043596730245232,59.030468452301974,0.8333333333333335,0.16666666666666666,2022-01-28,2022-01-28,Coverage-Aware Rank Sentiment
2022-02-28,2022-03-01,2022-03-31,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.09308989727614964,0.046398382947445804,0.019845644983461964,59.133170095975686,0.8333333333333331,0.16666666666666666,2022-02-25,2022-02-25,Coverage-Aware Rank Sentiment
2022-03-31,2022-04-01,2022-04-29,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.05625075009204401,0.038716814159292026,0.019174041297935103,59.45922414216482,0.8333333333333333,0.16666666666666666,2022-03-30,2022-03-30,Coverage-Aware Rank Sentiment
2022-04-29,2022-05-02,2022-05-31,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.05090360183316207,0.051113545089448695,0.02053669222343921,59.02047805265462,0.8333333333333333,0.16666666666666666,2022-04-28,2022-04-28,Coverage-Aware Rank Sentiment
2022-05-31,2022-06-01,2022-06-30,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.09607443573112955,0.04412299854439593,0.019650655021834062,59.23583344396987,0.8333333333333334,0.16666666666666666,2022-05-27,2022-05-27,Coverage-Aware Rank Sentiment
2022-06-30,2022-07-01,2022-07-29,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.08493141394563618,0.04032258064516127,0.019682886823400768,59.41522989476883,0.8333333333333334,0.16666666666666666,2022-06-29,2022-06-29,Coverage-Aware Rank Sentiment
2022-07-29,2022-08-01,2022-08-31,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.06625028211261444,0.04885693215339233,0.020741150442477877,59.02706919341365,0.8333333333333334,0.16666666666666666,2022-07-28,2022-07-28,Coverage-Aware Rank Sentiment
2022-08-31,2022-09-01,2022-09-30,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.0711656422359574,0.04360780065005417,0.020314192849404118,59.27632099009293,0.8333333333333334,0.16666666666666666,2022-08-30,2022-08-30,Coverage-Aware Rank Sentiment
2022-09-30,2022-10-03,2022-10-31,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.049689056759521295,0.035548410146480885,0.01929260450160772,59.53148143469304,0.8333333333333334,0.16666666666666666,2022-09-29,2022-09-29,Coverage-Aware Rank Sentiment
2022-10-31,2022-11-01,2022-11-30,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.06670877354158591,0.038822679667750076,0.019501625135427955,59.46134835656285,0.8333333333333335,0.16666666666666666,2022-10-28,2022-10-28,Coverage-Aware Rank Sentiment
2022-11-30,2022-12-01,2022-12-30,combined_equal_weight,combined_equal_weight_coverage_rank_sentiment,Combined,equal_weight,coverage_rank,0.25,0.04482521627059659,0.03455061321618158,0.018945634266886325,59.52803908209595,0.8333333333333334,0.16666666666666666,2022-11-29,2022-11-29,Coverage-Aware Rank Sentiment
