observations,total_return,annualized_return,cagr,annualized_volatility,sharpe_ratio,max_drawdown,final_growth_of_one,base_fund_id,fund_id,universe,method,fusion_rule,tilt_strength,variant_label,evaluation_period,period_start,period_end,cost_bps,total_one_way_turnover,average_one_way_turnover,charged_rebalance_count,initial_formation_cost_included,cost_model,base_total_return,base_sharpe_ratio,base_max_drawdown,delta_total_return,delta_sharpe_ratio,delta_max_drawdown,method_label
503,0.2529475334015334,0.15355963275399478,0.119602324679835,0.2844256617534495,0.5398937346486895,-0.3336613373478464,1.2529475334015334,combined_hierarchical_risk_parity,combined_hierarchical_risk_parity_coverage_rank_sentiment,Combined,hierarchical_risk_parity,coverage_rank,0.25,Coverage-Aware Rank Sentiment,development_2021_2022,2021-01-04,2022-12-30,0.0,1.7145637502804552,0.0745462500121937,23,False,one_way_turnover_times_cost_bps,0.25806232581888455,0.5464154589720559,-0.33512178543727034,-0.005114792417351133,-0.006521724323366396,0.0014604480894239158,Hierarchical Sleeve Risk Parity
503,0.2543286729738965,0.15422592302702243,0.12022045726156505,0.2848261058467218,0.5414739725789692,-0.33485640570807584,1.2543286729738965,combined_hierarchical_risk_parity,combined_hierarchical_risk_parity_naive_sentiment,Combined,hierarchical_risk_parity,naive,1.0,Naive Sentiment,development_2021_2022,2021-01-04,2022-12-30,0.0,1.4687634049162175,0.06385927847461816,23,False,one_way_turnover_times_cost_bps,0.25806232581888455,0.5464154589720559,-0.33512178543727034,-0.0037336528449880557,-0.004941486393086669,0.0002653797291944926,Hierarchical Sleeve Risk Parity
503,0.25664223984248835,0.1552322588606184,0.12125513960323397,0.285122126463452,0.5444412918283865,-0.33561773752797486,1.2566422398424884,combined_hierarchical_risk_parity,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,base,0.0,Base Fund,development_2021_2022,2021-01-04,2022-12-30,10.0,1.1293937038492712,0.04910407408040309,23,False,one_way_turnover_times_cost_bps,0.25664223984248835,0.5444412918283865,-0.33561773752797486,0.0,0.0,0.0,Hierarchical Sleeve Risk Parity
503,0.2508010299857033,0.1526960050284984,0.11864097629812154,0.2844106714633642,0.5368856387942097,-0.3344418359850658,1.2508010299857033,combined_hierarchical_risk_parity,combined_hierarchical_risk_parity_coverage_rank_sentiment,Combined,hierarchical_risk_parity,coverage_rank,0.25,Coverage-Aware Rank Sentiment,development_2021_2022,2021-01-04,2022-12-30,10.0,1.7145637502804552,0.0745462500121937,23,False,one_way_turnover_times_cost_bps,0.25664223984248835,0.5444412918283865,-0.33561773752797486,-0.005841209856785046,-0.0075556530341768235,0.0011759015429090303,Hierarchical Sleeve Risk Parity
503,0.2524876494095225,0.15348589938023416,0.11939642696260888,0.28481252338455176,0.538901511619974,-0.33551227481553203,1.2524876494095225,combined_hierarchical_risk_parity,combined_hierarchical_risk_parity_naive_sentiment,Combined,hierarchical_risk_parity,naive,1.0,Naive Sentiment,development_2021_2022,2021-01-04,2022-12-30,10.0,1.4687634049162175,0.06385927847461816,23,False,one_way_turnover_times_cost_bps,0.25664223984248835,0.5444412918283865,-0.33561773752797486,-0.004154590432965843,-0.005539780208412504,0.00010546271244282757,Hierarchical Sleeve Risk Parity
503,0.25097710402120743,0.15295426027568396,0.11871986505539067,0.2850747583483034,0.5365408749686807,-0.33759808429789284,1.2509771040212074,combined_hierarchical_risk_parity,combined_hierarchical_risk_parity,Combined,hierarchical_risk_parity,base,0.0,Base Fund,development_2021_2022,2021-01-04,2022-12-30,50.0,1.1293937038492712,0.04910407408040309,23,False,one_way_turnover_times_cost_bps,0.25097710402120743,0.5365408749686807,-0.33759808429789284,0.0,0.0,0.0,Hierarchical Sleeve Risk Parity
503,0.24225002560404385,0.1492414941265135,0.11480306561411502,0.2843530414979325,0.5248457809360151,-0.3375552989144567,1.2422500256040439,combined_hierarchical_risk_parity,combined_hierarchical_risk_parity_coverage_rank_sentiment,Combined,hierarchical_risk_parity,coverage_rank,0.25,Coverage-Aware Rank Sentiment,development_2021_2022,2021-01-04,2022-12-30,50.0,1.7145637502804552,0.0745462500121937,23,False,one_way_turnover_times_cost_bps,0.25097710402120743,0.5365408749686807,-0.33759808429789284,-0.00872707841716358,-0.011695094032665665,4.278538343616134e-05,Hierarchical Sleeve Risk Parity
503,0.24514926785129876,0.1505258047930826,0.11610579295785373,0.2847599288375937,0.5286059924496314,-0.3381297186541383,1.2451492678512988,combined_hierarchical_risk_parity,combined_hierarchical_risk_parity_naive_sentiment,Combined,hierarchical_risk_parity,naive,1.0,Naive Sentiment,development_2021_2022,2021-01-04,2022-12-30,50.0,1.4687634049162175,0.06385927847461816,23,False,one_way_turnover_times_cost_bps,0.25097710402120743,0.5365408749686807,-0.33759808429789284,-0.005827836169908673,-0.007934882519049391,-0.0005316343562454806,Hierarchical Sleeve Risk Parity
503,-0.029168147928566368,0.06810323783801565,-0.014720994114774677,0.40780141585086793,0.16700098428035096,-0.5210003618413179,0.9708318520714336,combined_maximum_sharpe,combined_maximum_sharpe,Combined,maximum_sharpe,base,0.0,Base Fund,development_2021_2022,2021-01-04,2022-12-30,0.0,4.269767643287047,0.18564207144726289,23,False,one_way_turnover_times_cost_bps,-0.029168147928566368,0.16700098428035096,-0.5210003618413179,0.0,0.0,0.0,Maximum Sharpe
503,-0.007176805355653015,0.07942910490840698,-0.003601998162530484,0.4080481941441375,0.19465618534351292,-0.5167496470544604,0.992823194644347,combined_maximum_sharpe,combined_maximum_sharpe_coverage_rank_sentiment,Combined,maximum_sharpe,coverage_rank,0.25,Coverage-Aware Rank Sentiment,development_2021_2022,2021-01-04,2022-12-30,0.0,4.329030633531098,0.18821872319700428,23,False,one_way_turnover_times_cost_bps,-0.029168147928566368,0.16700098428035096,-0.5210003618413179,0.021991342572913353,0.027655201063161966,0.004250714786857568,Maximum Sharpe
