model_name,benchmark_model,nltk_version,score_text_column,vader_class_threshold,no_news_rule,lag_trading_days,sentiment_standardization_rule,sentiment_standardization_min_periods,scored_headline_rows,unique_scoring_strings,equity_trading_dates,equity_tickers,sectors,outside_equity_calendar_rows,finance_lexicon_terms,finance_idioms,changed_headline_classifications,changed_headline_classification_share,baseline_positive_share,baseline_neutral_share,baseline_negative_share,baseline_exact_zero_share,baseline_mean_compound,positive_headlines,neutral_headlines,negative_headlines,positive_share,neutral_share,negative_share,exact_zero_share,mean_compound,median_compound,minimum_compound,maximum_compound
NLTK VADER + conservative finance extension,Unmodified NLTK VADER,3.10.2,text_raw,0.05,neutral_zero_with_coverage_flag,1,past_only_expanding_mean_std_ddof_1,21,146836,105334,1006,50,10,6,23,1,12725,0.08666130921572367,0.37444495900187963,0.49572311967092536,0.12983192132719495,0.4884633196218911,0.10561396115394045,67034,62088,17714,0.4565229235337383,0.42283908578277807,0.12063799068348362,0.4157018714756599,0.1626002948868125,0.0,-0.9186,0.9552
